,review_id,user_id,business_id,stars,useful,funny,cool,text,date
139,6jnlUFbMyNK8H-qz3eR-Lw,3gm_H_pt20MSNXxPObkhIw,iSBy71Dg2du28YC9ewVa-w,5,1,0,0,"I will honestly state that the pre installation process can be a bit disorganized.....BUT

I recently had Paradigm Luxury Vinyl Plank flooring and new mouldings installed on Saturday, March 24, 2018 and I spoke with Marshall about obtaining his best installation team since I'm quite hard to please.  Well the installation went flawlessly, they had a can do attitude, listened intently,  did a fantastic clean up with every piece of plank and moulding meticulously placed!

To me the quality of the installation and competitive pricing is of most importance and Cloud delivered!",4/4/2018 2:55
140,6qFnJWDmVdIboy50BnJZ0A,OJJSJyh_YUQWxUYAuPtUGw,6B2z54cn3Ak38UCiPq0luA,5,0,0,0,"I have been going to Timeless for just shy of two years. Amanda is my tattoo artist. I have about 10 hours of work done so far with her. Every time she has impressed me with her ideas. I come in with an idea, she makes it freakin awesome. From american traditional to Harry Potter she knows wassup. Clean shop, friendly atmosphere and you want a place that has experience and won't BS you, than Timeless is def a the choice you want to make.",10/26/2016 15:27
141,Nr5hefDW-Yitb3jYgmL2UA,k1zNCz3JODi3YN5sXcKApw,8F-UdXe_YylX3k0L1SEiRg,5,0,0,0,"My family and I love this place. The food came out fast and nice customer service! We been coming here for five years now! We refused to go anywhere else, lol we are 3-4 times a week, because I can't cook",5/13/2017 8:56
143,Bkn84S917TNvyReOrzM_bw,V_fSO8w2zoV6n7JCqM54oA,WpI8HWOVoHtCOOinszWDYQ,5,1,0,0,"Visited Captain Steve ' s for the first time today.  There were 11 in our party. Our servers were great. They had 2 large parties at the same time.  But we NEVER felt neglected. 
Our food came to our table at one and it was all HOT! 
Everyone received the correct food, our drinks were maintained full, and the amount of food was generous. 
We order fish, shrimp, broiled items, & steaks. Smiles all around.  
I WILL return whenever I visit the Charlotte area.",6/21/2015 1:01
145,as3dFVDDw_XHDtp749rWmw,zzaq5Fn1U2Feut3dGxidNg,8nP8ghEpT6WFcM6tfqAaGA,5,0,0,0,"My favorite (sentimental) ice cream spot in all of Arizona! 

$4.95 for two big scoops of ice cream, chocolate sauce, malt crumbs, whipped cream, and a cherry? The Dusty Road Sundae is terrrrrific. The average sundae is $6.50, but that's a steal compared to other places.

They have about 10 traditional-ish ice cream flavors, the prices are reasonable, the storefront is classic, the interior is huge with comfy booths, and there is a small-ish arcade in the back. Only a 10-minute walk from Scottsdale Stadium into Old Town Scottsdale.

If you're reviewing this place based on the food, you're missing the entire point of the Sugar Bowl. It's a 1950s ice cream parlor, not a modern ice cream store with fancy new flavors.",3/18/2015 19:23
146,qIGE1UVG1cNSjZRGMeL01Q,NJo1UC18X5fWMHNM-7brlw,QC8cV2iUE7dtXW-CayBgUg,5,0,0,0,"I live in Austin, TX and have an old 1992 Porsche 968.  When I need parts for my car I call these guys directly. They find or get what I need for my car, and at a great price. Lots of Porsche dealerships and parts departments don't even know what a 968 is till they punch it up on there computer. Next time I'm in Las Vegas I'm gonna go see the people at Gaudin! Maybe they'll let me test drive a GT3 RS!!",4/27/2018 20:02
147,REts4jBM0y24jXfuNrvEFg,NGuMR5J-N3TJ-d2XOfOhag,1QJFpZxLbHbXSKohWp9uIA,5,1,1,1,"Whenever we have out of town guests...we visit RWB.  Everyone is always impressed and always LOVE whatever they order.  Be sure to check out the specials - there are some yummy, yummy things listed there!  The portions are HUGE!",3/1/2009 1:57
148,saJUbTtnictm8KFx6cNNJA,RRhco4irDXPk5EJmvuwr2w,PMPMHHLe9vFzcR67iCjgLA,5,0,0,2,Been to this a couple of times. Excellent food at good prices. Love the tea they provide at the end. Nice friendly staff definitely a place to visit,1/17/2016 5:23
150,h0WIzX3KjDB4LeIhLQ3bvw,ea-FFbghzx-nm4YZthLJaw,Ec9CBmL3285XkeHaNp-bSQ,5,1,0,0,"Came here on a Saturday for dinner.. there was a wait for a table so we decided to sit at the bar for a drink until the table was ready.
Ended up ordering food at the bar and giving away our table because Emily was so cool!!
Seriously, my favorite bartender. EVER.
Attentive but not annoying.
Handled everything (being the only bartender there) very well.. timely and efficiently.

Drinks: Moscow Mule and Vietnamese Donkey
BOTH SO GOOD.

Food: Lobster Pho.. 5 stars. Delicious
Ox Tail Fried Rice: 5 stars. Really good, and actually had good chunks of meat and a yummy over easy egg on top. 
Fried calamari: big portion (we had leftovers) really good kinda spicy dipping sauce! 

Overall, 5 million stars",4/30/2017 4:05
153,kQV85SJcJOkhgudHOzmiIA,SIGMyncbCt2P7Sq3sCnrvw,-4_n--u4Z_SBbgz1zUKpYw,5,0,0,0,"Five stars all the way for this property! 

I stay here at least a couple of times a year, and for one of Marriott's limited service brands, the staff here really go out of their way. For example, when I changed reservations in the middle of our stay, they got me a better room and actually moved our luggage to the new room while we were out for the day. They also address me by name when I come and go. In particular, the woman at the front desk on weekday mornings is delightful, as are the two guys who work overnight.  I had even provided some constructive feedback the last time I stayed, and one of them remembered me and still treated me very kindly.  Even at the breakfast, the woman comes over, clears my plate, and asks if she can get me anything else. I have never had anybody speak to me at a limited service hotel morning breakfast buffet before!

I also observe whenever I am in the lobby. This level of service is not just provided to me because I am gold elite.  Everyone is greeted with a smile, a kind word and a willingness to help.",3/23/2018 15:11
158,Wj2scpb-B5i58fZbyzpE5A,UER4m0CBVgcFlVbMqhCvCg,upSPwM6Fr6RHAhwagnleow,5,18,8,12,"I normally don't bother with dealing health stores but I have wanted to try out a hydrogen peroxide therapy to help detox the body and I didn't want to wait 5 days for shipping from amazon and this place popped up.

It was relatively close to where I was and whole foods doesn't carry the 35% h2o2 so I stopped by here. Even though the parking was horrible, the store was pretty open and I was greeted by the owner (or I think it was the owner) and he was very friendly.

I asked for my 35% food grade peroxide and he had some, and it was way cheaper than paying for it on amazon.

5 stars for being clutch, and for having cheap prices. 

This is a mom and pop store, check them out if you are in the area.",3/30/2012 0:46
164,vNe0e9r5TyxLiuzYOY6coQ,9urf9uT1i2N7pM3tkgpI4w,urkODQ1jX0qQzgbqsQjWVQ,5,0,0,0,"Love the menu, love the service. I had lunch here on Friday for my first time here. There was a line of course when I walked in at 12:15 and the place is definitely a little noisy. Right away someone greeted me and asked if I'd be eating here or taking it to go. She reserved a table for me and my friend so we didn't have to wander around trying to find a place to sit after ordering (always the worst part of restaurants like wildflower, paradise, etc). We ended up spending $35 for two people for lunch, but I'm ok with that since we got two salads (both with protein added), iced tea, and fresh juice. My husband even commented that the food was much better quality that what we'd get at another fast-casual type restaurant. 

I ate here again a few weeks later - called my order in and it was ready to go when I arrived. They even have a separate door and counter for take out. Not cheap - $22 for lunch, but that's on me for getting salad with chicken, juice, and a brown rice krispy treat. I was still hungry later that afternoon - portions aren't huge, but quality is top notch.",9/9/2014 19:00
169,UqskD2QVe53bT47CDaJkFQ,odHJ5JAWEdes_HV8Q3BMKQ,7wHLFohwCw8l6WS-feLjeg,5,0,0,0,Food is super fresh and delicious! Loved everything and wished I had room for more. Amber took great care of us. Can't wait to go back and bring more friends and family.,7/7/2018 20:56
170,UcBJrncwfqj63u-z1E8Flw,lgh7a1Qey0bbmv5JIQ1beQ,Ec9CBmL3285XkeHaNp-bSQ,5,2,1,2,"So far one of the best customer service I have had in a while. Everyone is pretty friendly and helpful, they make sure you are comfortable. The food is pretty good different compared to other places. Highly recommended especially if you like seafood.    Everything you eat will be flavorful its like a party in your mouth. 
The place is big so it is good for big parties. Some of my favorites are the 
Oyster 
Pork belly bun 
Steak and eggs 
Oxtail pho 
Slow braised pork belly in coconut juice
Coconut mojito ( verry good!) must try 
Best of all the big bone soup this a must as well 

The price is also decent considering how good the food is. Typically don't write reviews  unless the service is really bad or if I had a really good experience. With all that said Kudos to the staff for such wonderful customer service please do keep it up because for sure my friends and I will be a regular. :) 
I love that they are open till 4 am on the weekends.",4/1/2014 6:22
175,BQnSsHBx2knw5oCGoXpRkg,NdmLQWsrGnGgWi4k0Jb0bg,JZwPJyoJnqlfjCsrnSUmNw,5,1,0,0,"Delicious, delicious, delicious. Zuppa's Deli always has a clean and friendly atmosphere. Their food is cooked to perfection & ready in a time efficient manner. They always have kind employees which makes the atmosphere even better. They offer many options with mixing & matching meals. Their menu is one of a kind. 5 out of 5.",12/20/2015 19:55
179,JduSoCM6fn6a8EpfZoL4pg,4bxhIKz9ePWqD93UkEjnbg,NAigH4SqnuuQip8lekq7GQ,5,3,2,4,"Another great Port of Subs experience! The XL #1 on white with double meat! That's a beast of a sandwich and great value!!! FYI, a 2 foot sandwich is just a really good deal on two 1 foot sammys. But you can top them differently so sharing is possible, easy, and probably recommended! :)

Oh, don't forget to pick up a Port of Subs loyalty card and register it. Every $100 gets you a free footlong sub of your choice and registering it online earns you a free small sub during your birthday month.",1/27/2017 21:39
181,t0y5v6HPGzaVAAT3i1N9cw,8kPI0A8t4ZAkmfV8wMMlig,QeGkAHAKUT-TkyPUsl2PIg,5,2,0,0,"This is a great little neighborhood pet food market that also has grooming available.  More on that later.  There are a whole host of foods to choose from including very expensive premium brands.  The staff is always very friendly and helpful and will help you make the choices that you need.  I always give them my phone number each visit to look up the items I got last time and they help me find them, as products do tend to move month to month.  There are lots of fresh made treats and snacks for your furry friends.

They have a groomer on staff, but best of all are self service tubs of various sizes that you can bath your own animals.  Depending on what you pay, you can get different kinds of shampoos and skin conditioners to bath them in - and then move them to a drying tub.  This is a great little mom and pop place.",6/28/2014 1:11
182,L99rtFi8zUhJMo493b1GoQ,C9SIuSN989FNBf9t7abobQ,R2pJmnf_hqGr1M5FJB4Zow,5,0,0,0,"My adorable but klunky big puppy from the local shelter accidentally locked me out of my car while I was removing the trash bins from the driveway.  I was locked out, blocking the road, during a freezing Madison winter night. The dog (and a second, her small dachshund brother) were really scared. Really not fun.

I called Marvin, the owner of M&M.  He sped over and rescued all of us.  Within 45 minutes I was back in my house, all curled up with the dogs, and the road was clear for others to use.  Marviin provides quality service with Wisconsin friendly charm.  No hesitation to recommend him for any vehicle-related emergency.",3/5/2015 3:17
183,D60kKNr0l2wDkkPeX_S7wQ,p3aNBKnpuy_h4gcVKl-r_Q,urkODQ1jX0qQzgbqsQjWVQ,5,5,0,0,"I had heard great things about flower child and wanted to go and on the way home one day I saw a sign that said to come get take out. I decided to try because I wasn't really in the mood to cook. 

The restaurant is beautiful. Great outdoor and indoor space. Kombucha on tap! 

The have a separate window for takeout orders. They have a 2 different family meals, a larger one and a smaller one. The regular family $39 for chicken and it comes with 3 large sides of your choosing. The larger meal comes with 4 large sides. 

The chicken was chicken breast cut into slices. The three sides I got were the sweet potatoes (4 stars), the Indian cauliflower (4 stars), and the corn quinoa( 5 stars). The quinoa corn creamy concoction is like crack.  

I love when places have family meals like this!",5/12/2015 18:38
184,83u-UlmGZB0kIIL1XQmzBQ,85uM-cor3VXCUyVFEe0YNg,SZEFE5hL7aN5nM-A44iPwQ,5,0,0,0,"Fantastic service, atmosphere and food.  We ate until we couldn't anymore.

My first visit here was spring break in college and my roommate who had not eaten steak in years (he went veg for a while) decided he would break down and try it since we were in such a highly regarded steakhouse.

He loved it and raves about it to this day.  Good times.",3/12/2010 19:57
190,FsdIE1E2dLghATsOCkr36A,OwUwO6wdVSrUUUyXnVMYVg,heBxeibpHsPGJxZfdcD_HQ,5,0,0,0,Just took some of my old Army gear in there to sell. Very friendly staff and very hard to fight the urge to start shopping. This place is loaded with a lot of different things I noticed while just standing at the counter. This is a must go back and walk around looking at everything they have to offer.,8/25/2016 18:07
191,g5m-5RHmXCI_wAJw9uD4wA,1psChMmcPW0MN50iAUb06g,F2Y-nyjAU91nUHtUjALIKw,5,1,0,0,"My dog nips at men so I was terrified of having a man groom.  But she sheds a lot so my fiancé made the appointment and I'm glad he did.  First off, the prices are a steal.  Secondly, the man who groomed her was amazing he was super nice and my dog was calm with him.  My chihuahua/terrier usually has a lot of anxiety around people and she was nervous at first but didn't bite and by the time I came back she was really calm.  We came in to get her trimmed so she wouldn't shed so much over the summer and he did a really good job.  I will definitely be back!",6/28/2014 0:13
